REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
1/31/2014 11:50:00 PM,MIDNIGHT,THEFT/OTHER,OTHERS,4400 - 4499 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3F,Cluster 12,001200 3,001200,Precinct 33,14015033,394335,142159,1/31/2014 11:30:00 PM,1/31/2014 11:42:00 PM
2/16/2014 1:10:00 PM,DAY,THEFT F/AUTO,OTHERS,2500 - 2880 BLOCK OF PORTER STREET NW,2,203,3,3C,Cluster 15,001302 2,001302,Precinct 34,14022257,395175.22,140861.92,2/14/2014 2:00:00 PM,2/16/2014 12:45:00 PM
4/8/2013 9:12:00 PM,EVENING,THEFT F/AUTO,OTHERS,4000 - 4099 BLOCK OF GARRISON STREET NW,2,202,3,3E,Cluster 11,001100 2,001100,Precinct 32,13400924,393074,143119,4/7/2013 9:00:00 PM,4/8/2013 6:00:00 AM
3/23/2013 11:31:00 PM,MIDNIGHT,THEFT/OTHER,OTHERS,5000 - 5099 BLOCK OF NEBRASKA AVENUE NW,2,203,3,3F,Cluster 10,001100 3,001100,Precinct 33,13400926,393847,143053,3/22/2013 5:20:00 PM,3/23/2013 8:50:00 AM
4/9/2013 9:05:00 AM,DAY,THEFT/OTHER,OTHERS,2500 - 2599 BLOCK OF 39TH STREET NW,2,204,3,3B,Cluster 14,000702 1,000702,Precinct 11,13400928,393318,139472,2/20/2013 8:00:00 AM,4/8/2013 7:00:00 AM
4/13/2013 8:55:00 PM,EVENING,THEFT/OTHER,OTHERS,2700 - 2899 BLOCK OF 28TH STREET NW,2,204,3,3C,Cluster 15,000502 1,000502,Precinct 26,13400971,395105,139936,4/13/2013 8:50:00 PM,4/13/2013 8:50:00 PM
5/1/2013 9:24:00 PM,EVENING,THEFT F/AUTO,OTHERS,5400 - 5417 BLOCK OF 42ND STREET NW,2,202,3,3E,Cluster 11,001100 2,001100,Precinct 32,13401270,392891,143740,5/1/2013 5:00:00 PM,5/1/2013 5:05:00 PM
5/14/2013 8:03:00 AM,DAY,THEFT F/AUTO,OTHERS,4500 - 4599 BLOCK OF WARREN STREET NW,2,202,3,3E,Cluster 11,001001 6,001001,Precinct 30,13401284,392230,141880,5/14/2013 7:55:00 AM,5/14/2013 7:55:00 AM
1/14/2014 10:14:00 AM,DAY,THEFT/OTHER,OTHERS,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3C,Cluster 15,000600 2,000600,Precinct 27,14006405,394895,140924,1/11/2014 7:14:00 AM,1/11/2014 3:14:00 PM
1/14/2014 10:59:00 AM,DAY,THEFT F/AUTO,OTHERS,CONNECTICUT AVENUE NW AND PORTER STREET NW,2,202,3,3C,Cluster 15,001302 2,001302,Precinct 27,14006418,394863.71999319,140994.79001627,1/14/2014 9:15:00 AM,1/14/2014 10:45:00 AM
1/14/2014 11:20:00 AM,DAY,THEFT F/AUTO,OTHERS,4233 - 4308 BLOCK OF 42ND STREET NW,2,202,3,3E,Cluster 11,001001 4,001001,Precinct 30,14006453,392827,141851,1/14/2014 11:00:00 AM,1/14/2014 11:15:00 AM
1/14/2014 12:00:00 PM,DAY,THEFT/OTHER,OTHERS,WISCONSIN AVENUE NW AND ALBEMARLE STREET NW,2,202,3,3E,Cluster 11,001100 4,001100,Precinct 32,14006462,393093.43000754,142226.65001742,1/13/2014 5:30:00 PM,1/13/2014 9:30:00 PM
1/15/2014 9:51:00 PM,EVENING,THEFT/OTHER,OTHERS,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,14007271,392607,143559,1/15/2014 8:35:00 PM,1/15/2014 8:50:00 PM
1/16/2014 8:37:00 AM,DAY,THEFT F/AUTO,OTHERS,3100 - 3199 BLOCK OF QUEBEC PLACE NW,2,203,3,3C,Cluster 15,000600 1,000600,Precinct 27,14007412,394524,141106,1/15/2014 9:00:00 PM,1/16/2014 8:00:00 AM
9/3/2013 12:14:00 PM,DAY,THEFT F/AUTO,OTHERS,4520 - 4599 BLOCK OF 49TH STREET NW,2,202,3,3E,Cluster 11,001001 3,001001,Precinct 31,13402401,391612,142376,9/2/2013 11:30:00 AM,9/3/2013 9:00:00 AM
9/4/2013 2:08:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,4520 - 4599 BLOCK OF 49TH STREET NW,2,202,3,3E,Cluster 11,001001 3,001001,Precinct 31,13402406,391612,142376,8/29/2013 2:20:00 PM,8/29/2013 2:35:00 PM
9/6/2013 9:43:00 AM,DAY,THEFT F/AUTO,OTHERS,4900 - 5019 BLOCK OF ALBEMARLE STREET NW,2,202,3,3E,Cluster 11,001001 6,001001,Precinct 30,13402426,391489,142228,9/1/2013 11:00:00 PM,9/2/2013 7:00:00 AM
10/1/2013 8:43:00 AM,DAY,THEFT F/AUTO,OTHERS,3700 - 3729 BLOCK OF W STREET NW,2,204,3,3B,Cluster 14,000300 4,000300,Precinct 11,13402693,393563,139035,9/23/2013 8:00:00 PM,9/24/2013 7:50:00 AM
10/2/2013 11:07:00 PM,MIDNIGHT,THEFT F/AUTO,OTHERS,5421 - 5499 BLOCK OF 39TH STREET NW,2,201,3,3G,Cluster 10,001100 1,001100,Precinct 32,13402717,393313,143855,10/2/2013 3:00:00 PM,10/2/2013 3:15:00 PM
10/2/2013 9:00:00 AM,DAY,THEFT/OTHER,OTHERS,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3F,Cluster 12,001200 4,001200,Precinct 33,13402726,394459,141888,10/2/2013 6:30:00 AM,10/2/2013 6:45:00 AM
1/14/2014 3:57:00 PM,EVENING,THEFT F/AUTO,OTHERS,3600 - 3699 BLOCK OF JENIFER STREET NW,2,201,3,3G,Cluster 10,001402 3,001402,Precinct 50,14006566,394025,143459,1/14/2014 10:00:00 AM,1/14/2014 1:00:00 PM
1/21/2014 3:00:00 PM,DAY,THEFT/OTHER,OTHERS,4700 - 4799 BLOCK OF WHITEHAVEN PARKWAY NW,2,205,3,3D,Cluster 13,000802 1,000802,Precinct 7,14010217,392040,138730,12/1/2013 10:00:00 AM,12/1/2013 12:00:00 PM
1/24/2014 7:05:00 AM,DAY,THEFT F/AUTO,OTHERS,3604 - 3699 BLOCK OF WARREN STREET NW,2,202,3,3F,Cluster 11,001200 4,001200,Precinct 33,14011266,393813,141878,1/23/2014 8:30:00 PM,1/24/2014 6:45:00 AM
1/24/2014 8:45:00 AM,DAY,THEFT F/AUTO,OTHERS,3800 - 3899 BLOCK OF HARRISON STREET NW,2,202,3,3E,Cluster 11,001100 4,001100,Precinct 32,14011303,393424,143237,1/23/2014 8:00:00 PM,1/24/2014 8:00:00 AM
1/10/2014 8:19:00 AM,DAY,THEFT F/AUTO,OTHERS,4300 - 4399 BLOCK OF P STREET NW,2,205,3,3D,Cluster 13,000802 2,000802,Precinct 7,14004318,393066,137869,1/10/2014 8:19:00 AM,1/10/2014 8:19:00 AM
1/10/2014 10:42:00 AM,DAY,THEFT F/AUTO,OTHERS,3600 - 3699 BLOCK OF PATTERSON STREET NW,2,201,3,3G,Cluster 10,001401 2,001401,Precinct 50,14004360,393644,144413,1/10/2014 10:00:00 AM,1/10/2014 10:20:00 AM
1/10/2014 1:07:00 PM,DAY,MOTOR VEHICLE THEFT,OTHERS,4102 4199  BLOCK OF JENIFER STREET NW,2,202,3,3E,Cluster 11,001100 2,001100,Precinct 32,14004424,392952,143460,1/10/2014 1:05:00 PM,1/10/2014 1:07:00 PM
1/10/2014 1:43:00 PM,DAY,BURGLARY,OTHERS,4800 - 4899 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3F,Cluster 12,001200 1,001200,Precinct 33,14004446,394064,142757,1/10/2014 1:30:00 PM,1/10/2014 1:31:00 PM
10/7/2013 7:21:00 AM,DAY,THEFT F/AUTO,OTHERS,4700 - 4799 BLOCK OF 45TH STREET NW,2,202,3,3E,Cluster 11,001001 5,001001,Precinct 31,13402755,392317,142634,10/7/2013 2:00:00 AM,10/7/2013 3:00:00 AM
1/12/2014 12:17:00 AM,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3C,Cluster 15,001302 2,001302,Precinct 27,14005244,394964.33,140772.69,1/9/2014 11:00:00 PM,1/10/2014 4:00:00 PM
1/29/2014 4:08:00 PM,EVENING,ROBBERY,GUN,5700 - 5749 BLOCK OF CONNECTICUT AVENUE NW,2,201,3,3G,Cluster 10,001100 1,001100,Precinct 32,14013897,393374,144281,1/29/2014 4:02:00 PM,1/29/2014 4:04:00 PM
1/29/2014 6:09:00 PM,EVENING,THEFT/OTHER,OTHERS,4500 - 4599 BLOCK OF 40TH STREET NW,2,202,3,3E,Cluster 11,001100 4,001100,Precinct 32,14013915,393173,142324,1/29/2014 6:09:00 PM,1/29/2014 6:09:00 PM
1/29/2014 10:45:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,3300 - 3399 BLOCK OF WISCONSIN AVENUE NW,2,203,3,3C,Cluster 14,001002 2,001002,Precinct 29,14014023,393720,140689,1/29/2014 10:35:00 PM,1/29/2014 10:39:00 PM
1/29/2014 9:51:00 PM,EVENING,MOTOR VEHICLE THEFT,OTHERS,3500 - 3599 BLOCK OF MACOMB STREET NW,2,203,3,3C,Cluster 15,000600 3,000600,Precinct 27,14014034,393951,140624,1/26/2014 9:30:00 PM,1/29/2014 9:15:00 PM
1/24/2014 2:30:00 PM,DAY,THEFT F/AUTO,OTHERS,3700 - 3799 BLOCK OF INGOMAR STREET NW,2,201,3,3G,Cluster 10,001100 3,001100,Precinct 32,14011452,393657,143386,1/23/2014 10:30:00 PM,1/24/2014 2:20:00 PM
1/5/2014 1:47:00 PM,DAY,THEFT F/AUTO,OTHERS,3600 - 3699 BLOCK OF 35TH STREET NW,2,203,3,3C,Cluster 15,000600 4,000600,Precinct 27,14002103,394049,141097,1/4/2014 11:47:00 PM,1/5/2014 1:30:00 PM
1/5/2014 2:48:00 PM,DAY,THEFT/OTHER,OTHERS,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,2,201,3,3G,Cluster 10,001100 1,001100,Precinct 32,14002127,393473,144062,1/3/2014 3:53:00 PM,1/5/2014 2:48:00 PM
1/5/2014 4:41:00 PM,EVENING,THEFT/OTHER,OTHERS,4900 - 4939 BLOCK OF SHERIER PLACE NW,2,205,3,3D,Cluster 13,000902 2,000902,Precinct 8,14002177,391252,139327,12/20/2013 4:41:00 PM,12/31/2013 4:41:00 PM
1/30/2014 8:20:00 AM,DAY,THEFT F/AUTO,OTHERS,2700 - 2799 BLOCK OF ORDWAY STREET NW,2,203,3,3C,Cluster 15,001302 2,001302,Precinct 34,14014103,395081,140795,1/29/2014 8:30:00 PM,1/30/2014 7:30:00 AM
2/14/2014 10:38:00 AM,DAY,THEFT/OTHER,OTHERS,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 2,001001,Precinct 31,14021235,393070,142276,2/14/2014 10:38:00 AM,2/14/2014 10:38:00 AM
4/16/2013 2:37:00 PM,DAY,THEFT/OTHER,OTHERS,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3F,Cluster 10,001100 3,001100,Precinct 33,13401018,393930,143053,4/15/2013 6:15:00 PM,4/15/2013 6:20:00 PM
3/24/2013 12:24:00 PM,DAY,THEFT F/AUTO,OTHERS,2500 - 2880 BLOCK OF PORTER STREET NW,2,203,3,3C,Cluster 15,001302 2,001302,Precinct 34,13401022,395175,140861,3/23/2013 10:30:00 PM,3/24/2013 3:00:00 AM
4/23/2013 12:46:00 PM,DAY,THEFT/OTHER,OTHERS,3200 3299  BLOCK OF NEW MEXICO AVENUE NW,2,205,3,3D,Cluster 13,000801 3,000801,Precinct 10,13401086,392583,140568,4/2/2013 9:45:00 AM,4/3/2013 12:20:00 PM
5/20/2013 4:34:00 PM,EVENING,THEFT F/AUTO,OTHERS,3700 - 3743 BLOCK OF JENIFER STREET NW,2,201,3,3G,Cluster 10,001402 3,001402,Precinct 50,13401349,393839,143460,5/16/2013 4:00:00 AM,5/16/2013 4:00:00 AM
5/19/2013 12:07:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,5900 - 5999 BLOCK OF BROAD BRANCH ROAD NW,2,201,3,3G,Cluster 10,001401 2,001401,Precinct 50,13401370,393981,144470,5/13/2013 12:00:00 AM,5/18/2013 12:00:00 PM
5/28/2013 8:32:00 AM,DAY,THEFT F/AUTO,OTHERS,4300 - 4310 BLOCK OF CHESAPEAKE STREET NW,2,202,3,3E,Cluster 11,001001 2,001001,Precinct 31,13401398,392684,142574,5/26/2013 11:25:00 PM,5/27/2013 7:00:00 AM
2/8/2014 9:07:00 AM,DAY,THEFT/OTHER,OTHERS,3200 - 3212 BLOCK OF WISCONSIN AVENUE NW,2,204,3,3C,Cluster 14,000701 1,000701,Precinct 28,14018682,393705,140483,1/18/2014 9:07:00 AM,2/2/2014 2:00:00 PM
1/14/2014 5:57:00 PM,EVENING,BURGLARY,OTHERS,4800 - 4849 BLOCK OF 44TH STREET NW,2,202,3,3E,Cluster 11,001001 2,001001,Precinct 31,14006641,392527,142738,1/11/2014 11:00:00 PM,1/12/2014 1:30:00 AM
1/14/2014 8:52:00 PM,EVENING,BURGLARY,OTHERS,5030 - 5199 BLOCK OF LINNEAN AVENUE NW,2,203,3,3F,Cluster 12,001301 2,001301,Precinct 138,14006732,394502,143148,1/14/2014 8:00:00 AM,1/14/2014 8:40:00 PM
1/16/2014 7:53:00 PM,EVENING,BURGLARY,OTHERS,2900 - 2999 BLOCK OF VAN NESS STREET NW,2,203,3,3F,Cluster 12,001302 3,001302,Precinct 34,14007724,394650,141697,1/16/2014 11:15:00 AM,1/16/2014 4:30:00 PM
9/9/2013 1:52:00 PM,DAY,THEFT F/AUTO,OTHERS,4600 - 4699 BLOCK OF FESSENDEN STREET NW,2,202,3,3E,Cluster 11,001001 5,001001,Precinct 31,13402451,392059,142981,9/8/2013 10:00:00 PM,9/9/2013 6:00:00 AM
9/9/2013 7:17:00 PM,EVENING,THEFT F/AUTO,OTHERS,5100 - 5199 BLOCK OF 45TH STREET NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,13402460,392318,143180,9/8/2013 11:00:00 PM,9/9/2013 7:00:00 AM
9/12/2013 11:46:00 AM,DAY,THEFT/OTHER,OTHERS,4600 - 4699 BLOCK OF ASBURY PLACE NW,2,202,3,3E,Cluster 11,001001 3,001001,Precinct 31,13402488,391717,142500,9/11/2013 8:00:00 PM,9/12/2013 8:30:00 AM
9/9/2013 9:56:00 PM,EVENING,THEFT/OTHER,OTHERS,2700 - 2799 BLOCK OF 29TH STREET NW,2,204,3,3C,Cluster 15,000502 1,000502,Precinct 26,13402508,395002,139647,9/7/2013 2:30:00 PM,9/7/2013 2:45:00 PM
10/7/2013 4:43:00 PM,EVENING,THEFT F/AUTO,OTHERS,4600 - 4699 BLOCK OF BUTTERWORTH PLACE NW,2,202,3,3E,Cluster 11,001001 3,001001,Precinct 31,13402769,392058,142326,10/6/2013 9:35:00 PM,10/7/2013 5:30:00 AM
10/7/2013 5:12:00 PM,EVENING,THEFT F/AUTO,OTHERS,2200 - 2299 BLOCK OF HALL PLACE NW,2,204,3,3B,Cluster 14,000300 1,000300,Precinct 11,13402771,393744,139082,10/5/2013 6:55:00 PM,10/7/2013 9:55:00 AM
9/20/2013 3:18:00 PM,EVENING,THEFT F/AUTO,OTHERS,4400 - 4499 BLOCK OF WARREN STREET NW,2,202,3,3E,Cluster 11,001001 4,001001,Precinct 30,13402785,392421,141880,9/18/2013 3:05:00 PM,9/20/2013 3:05:00 PM
10/8/2013 11:49:00 PM,MIDNIGHT,THEFT F/AUTO,OTHERS,3500 - 3599 BLOCK OF ALTON PLACE NW,2,203,3,3F,Cluster 12,001200 3,001200,Precinct 33,13402797,394072,142134,10/8/2013 1:00:00 AM,10/8/2013 10:00:00 AM
10/7/2013 10:01:00 PM,EVENING,THEFT/OTHER,OTHERS,3200 - 3299 BLOCK OF SUTTON PLACE NW,2,205,3,3D,Cluster 14,000801 1,000801,Precinct 10,13402812,392807,140489,10/1/2013 12:00:00 PM,10/1/2013 12:00:00 PM
1/16/2014 9:42:00 PM,EVENING,THEFT F/AUTO,OTHERS,4200 - 4299 BLOCK OF DAVENPORT STREET NW,2,202,3,3E,Cluster 11,001001 2,001001,Precinct 31,14007759,392853,142692,1/16/2014 9:15:00 PM,1/16/2014 9:42:00 PM
1/16/2014 8:57:00 PM,EVENING,BURGLARY,OTHERS,2900 - 2999 BLOCK OF VAN NESS STREET NW,2,203,3,3F,Cluster 12,001302 3,001302,Precinct 34,14007761,394650,141697,1/16/2014 8:40:00 AM,1/16/2014 6:00:00 PM
1/10/2014 8:45:00 PM,EVENING,THEFT/OTHER,OTHERS,2301 - 2499 BLOCK OF WISCONSIN AVENUE NW,2,204,3,3B,Cluster 14,000300 1,000300,Precinct 11,14004658,393731,139295,1/10/2014 8:45:00 PM,1/10/2014 8:45:00 PM
1/22/2014 7:00:00 PM,EVENING,THEFT/OTHER,OTHERS,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,14010652,392607,143559,1/22/2014 6:00:00 PM,1/22/2014 6:25:00 PM
1/30/2014 11:55:00 AM,DAY,THEFT/OTHER,OTHERS,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3C,Cluster 15,000600 2,000600,Precinct 27,14014159,394964,140772,1/30/2014 10:15:00 AM,1/30/2014 10:20:00 AM
1/30/2014 1:36:00 PM,DAY,THEFT/OTHER,OTHERS,2400 - 2798 BLOCK OF CALVERT STREET NW,2,204,3,3C,Cluster 15,000501 2,000501,Precinct 26,14014226,395288,139501,1/30/2014 11:45:00 AM,1/30/2014 12:30:00 PM
2/1/2014 3:57:00 PM,EVENING,THEFT/OTHER,OTHERS,4400 - 4499 BLOCK OF NEWARK STREET NW,2,205,3,3D,Cluster 13,000801 3,000801,Precinct 10,14015372,392409,140744,2/1/2014 3:57:00 PM,2/1/2014 3:57:00 PM
1/19/2014 2:00:00 PM,DAY,THEFT/OTHER,OTHERS,3050 - 3099 BLOCK OF 39TH STREET NW,2,204,3,3B,Cluster 14,000701 2,000701,Precinct 28,14009275,393319,140303,1/19/2014 11:30:00 AM,1/19/2014 12:15:00 PM
1/27/2014 10:34:00 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,3115 - 3199 BLOCK OF WOODLAND DRIVE NW,2,204,3,3C,Cluster 15,000400 2,000400,Precinct 12,14012783,394514,139798,1/26/2014 8:30:00 PM,1/27/2014 10:34:00 AM
3/10/2014 8:00:00 AM,DAY,THEFT/OTHER,OTHERS,4200 - 4225 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3F,Cluster 12,001200 4,001200,Precinct 33,14032850,394517,141758,3/10/2014 7:45:00 AM,3/10/2014 7:45:00 AM
3/10/2014 3:05:00 PM,EVENING,THEFT F/AUTO,OTHERS,WISCONSIN AVENUE NW AND RIVER ROAD NW,2,202,3,3E,Cluster 11,001100 4,001100,Precinct 31,14033008,393049.57999150,142326.87001751,3/10/2014 3:00:00 PM,3/10/2014 3:01:00 PM
3/2/2014 6:27:00 PM,EVENING,BURGLARY,OTHERS,4400 - 4420 BLOCK OF 47TH STREET NW,2,202,3,3E,Cluster 11,001001 6,001001,Precinct 30,14029336,391971,142092,2/28/2014 10:30:00 AM,3/2/2014 6:27:00 PM
3/2/2014 9:00:00 AM,DAY,THEFT F/AUTO,OTHERS,3300 - 3399 BLOCK OF CATHEDRAL AVENUE NW,2,204,3,3C,Cluster 15,000502 1,000502,Precinct 12,14029375,394297,140127,2/26/2014 8:30:00 AM,3/2/2014 9:00:00 AM
1/17/2014 2:52:00 PM,DAY,THEFT F/AUTO,OTHERS,2800 - 2899 BLOCK OF WISCONSIN AVENUE NW,2,204,3,3B,Cluster 14,000701 4,000701,Precinct 28,14008094,393653,139889,1/17/2014 2:52:00 PM,1/17/2014 2:52:00 PM
1/27/2014 3:06:00 PM,EVENING,THEFT F/AUTO,OTHERS,3700 - 3799 BLOCK OF WARREN STREET NW,2,202,3,3F,Cluster 11,001200 4,001200,Precinct 33,14012891,393627.36,141878.94,1/22/2014 6:00:00 PM,1/27/2014 1:00:00 PM
2/4/2014 4:16:00 PM,EVENING,THEFT F/AUTO,OTHERS,RENO ROAD NW AND TILDEN STREET NW,2,203,3,3F,Cluster 12,000600 4,000600,Precinct 27,14016809,394117.62296849,141445.07276869,2/4/2014 8:00:00 AM,2/4/2014 4:00:00 PM
3/10/2014 4:14:00 PM,EVENING,THEFT/OTHER,OTHERS,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,14033078,392607,143559,3/10/2014 3:14:00 PM,3/10/2014 3:45:00 PM
3/11/2014 4:10:00 PM,EVENING,THEFT/OTHER,OTHERS,2700 - 2799 BLOCK OF WOODLEY ROAD NW,2,204,3,3C,Cluster 15,000501 2,000501,Precinct 26,14033513,395154,139787,3/11/2014 1:56:00 PM,3/11/2014 2:22:00 PM
3/11/2014 5:48:00 PM,EVENING,THEFT/OTHER,OTHERS,2400 - 2499 BLOCK OF 41ST STREET NW,2,204,3,3B,Cluster 14,000702 1,000702,Precinct 11,14033639,392997,139363,3/11/2014 5:48:00 PM,3/11/2014 5:48:00 PM
3/14/2014 10:52:00 PM,EVENING,THEFT F/AUTO,OTHERS,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3C,Cluster 15,001302 2,001302,Precinct 27,14035331,394964.33,140772.69,3/14/2014 9:30:00 PM,3/14/2014 10:43:00 PM
3/11/2014 8:00:00 PM,EVENING,THEFT/OTHER,OTHERS,4500 - 4599 BLOCK OF 40TH STREET NW,2,202,3,3E,Cluster 11,001100 4,001100,Precinct 32,14033712,393173,142324,3/11/2014 3:00:00 PM,3/11/2014 3:30:00 PM
3/12/2014 12:02:00 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,2600 - 2699 BLOCK OF WOODLEY ROAD NW,2,204,3,3C,Cluster 15,000501 2,000501,Precinct 26,14033809,395317,139759,3/11/2014 3:30:00 PM,3/11/2014 11:50:00 PM
2/21/2014 8:38:00 AM,DAY,THEFT F/AUTO,OTHERS,3200 - 3299 BLOCK OF 36TH STREET NW,2,204,3,3C,Cluster 15,000600 3,000600,Precinct 27,14024407,393854.18,140572.39,2/21/2014 8:24:00 AM,2/21/2014 8:34:00 AM
2/2/2014 2:48:00 PM,DAY,THEFT/OTHER,OTHERS,4300 - 4449 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3F,Cluster 12,001200 4,001200,Precinct 33,14015858,394396,142025,1/31/2014 6:00:00 PM,1/31/2014 7:30:00 PM
1/19/2014 4:00:00 PM,EVENING,THEFT F/AUTO,OTHERS,4100 - 4151 BLOCK OF BRANDYWINE STREET NW,2,202,3,3E,Cluster 11,001001 2,001001,Precinct 31,14009374,392978,142424,1/19/2014 2:40:00 PM,1/19/2014 3:40:00 PM
1/19/2014 6:39:00 PM,EVENING,BURGLARY,OTHERS,3000 - 3099 BLOCK OF RODMAN STREET NW,2,203,3,3C,Cluster 15,000600 1,000600,Precinct 27,14009417,394676,141152,1/19/2014 11:00:00 AM,1/19/2014 4:00:00 PM
2/19/2014 1:28:00 PM,DAY,THEFT F/AUTO,OTHERS,47TH STREET NW AND TILDEN STREET NW,2,205,3,3D,Cluster 13,000901 3,000901,Precinct 9,14023483,391970.63999050,141490.71001673,2/19/2014 8:50:00 AM,2/19/2014 12:20:00 PM
2/28/2014 3:15:00 PM,EVENING,THEFT/OTHER,OTHERS,4100 - 4151 BLOCK OF BRANDYWINE STREET NW,2,202,3,3E,Cluster 11,001001 2,001001,Precinct 31,14028151,392978,142424,2/13/2014 3:15:00 PM,2/28/2014 3:15:00 PM
2/28/2014 8:18:00 PM,EVENING,MOTOR VEHICLE THEFT,OTHERS,2900 - 2999 BLOCK OF BELLEVUE TERRACE NW,2,204,3,3C,Cluster 14,000701 4,000701,Precinct 28,14028327,393424,140046,2/28/2014 8:18:00 PM,2/28/2014 8:18:00 PM
1/17/2014 5:00:00 PM,EVENING,THEFT F/AUTO,OTHERS,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,14008168,392607,143559,1/17/2014 4:27:00 PM,1/17/2014 4:40:00 PM
1/17/2014 8:30:00 PM,EVENING,THEFT F/AUTO,OTHERS,3900 - 3999 BLOCK OF ALTON PLACE NW,2,202,3,3E,Cluster 11,001200 3,001200,Precinct 33,14008314,393278,142135,1/17/2014 8:06:00 PM,1/17/2014 8:15:00 PM
1/27/2014 5:30:00 PM,EVENING,THEFT/OTHER,OTHERS,4404 - 4499 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 4,001001,Precinct 30,14012945,393113,142180,1/27/2014 4:55:00 PM,1/27/2014 5:20:00 PM
3/10/2014 6:14:00 PM,EVENING,THEFT F/AUTO,OTHERS,5400 - 5499 BLOCK OF WESTERN AVENUE NW,2,202,3,3E,Cluster 11,001100 2,001100,Precinct 32,14033133,392753,143839,3/10/2014 4:04:00 PM,3/10/2014 4:10:00 PM
3/10/2014 6:51:00 PM,EVENING,THEFT F/AUTO,OTHERS,5400 - 5499 BLOCK OF WESTERN AVENUE NW,2,202,3,3E,Cluster 11,001100 2,001100,Precinct 32,14033134,392753,143839,3/10/2014 4:06:00 PM,3/10/2014 4:10:00 PM
3/3/2014 8:32:00 PM,EVENING,THEFT/OTHER,OTHERS,5400 - 5419 BLOCK OF CONNECTICUT AVENUE NW,2,201,3,3G,Cluster 10,001100 1,001100,Precinct 32,14029635,393619,143740,2/28/2014 11:00:00 AM,3/3/2014 11:00:00 AM
3/4/2014 10:00:00 AM,DAY,THEFT F/AUTO,OTHERS,5500 - 5549 BLOCK OF WESTERN AVENUE NW,2,202,3,3E,Cluster 11,001100 2,001100,Precinct 32,14029776,392860.09,143946.48,2/27/2014 1:00:00 PM,2/27/2014 3:30:00 PM
1/25/2014 4:19:00 PM,EVENING,THEFT F/AUTO,OTHERS,4000 - 4099 BLOCK OF CHESAPEAKE STREET NW,2,202,3,3E,Cluster 11,001100 4,001100,Precinct 32,14012022,393106,142539,1/24/2014 7:45:00 PM,1/24/2014 8:45:00 PM
1/28/2014 7:02:00 AM,DAY,THEFT/OTHER,OTHERS,2731 - 2899 BLOCK OF CONNECTICUT AVENUE NW,2,204,3,3C,Cluster 15,000502 1,000502,Precinct 26,14013161,395341,139940,1/28/2014 7:02:00 AM,1/28/2014 7:02:00 AM
2/5/2014 10:24:00 AM,DAY,BURGLARY,OTHERS,4420 - 4499 BLOCK OF 48TH STREET NW,2,202,3,3E,Cluster 11,001001 6,001001,Precinct 30,14017155,391822,142182,2/4/2014 5:30:00 PM,2/5/2014 10:24:00 AM
2/5/2014 12:21:00 PM,DAY,THEFT/OTHER,OTHERS,5224 - 5299 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,14017176,392668,143406,2/5/2014 9:30:00 AM,2/5/2014 11:30:00 AM
